Frequency [Hz], |S00| [-], |S10| [-], |S20| [-], |S30| [-], Arg(S00) [-], Arg(S10) [-], Arg(S20) [-], Arg(S30) [-], Delay 0>0 [s], Delay 0>1 [s], Delay 0>2 [s], Delay 0>3 [s], |Z0| [Ohm] , Arg(Z0) [-]
2.000000e+08, 2.623709e-02, 7.954252e-01, 3.949161e-02, 9.862895e-04, -1.070868e+00, -3.327373e-01, 1.419147e+00, -9.118258e-01, 5.402569e-10, 2.603155e-10, 1.693935e-10, -2.488469e-10, 5.127304e+01, -4.605136e-02
2.038000e+08, 2.638764e-02, 7.954601e-01, 4.018361e-02, 1.010949e-03, -1.083767e+00, -3.389526e-01, 1.415103e+00, -9.058843e-01, 5.392708e-10, 2.604555e-10, 1.685840e-10, -2.417715e-10, 5.124970e+01, -4.663760e-02
2.076000e+08, 2.653988e-02, 7.954951e-01, 4.087180e-02, 1.036025e-03, -1.096643e+00, -3.451713e-01, 1.411078e+00, -9.001118e-01, 5.381626e-10, 2.605899e-10, 1.678141e-10, -2.347627e-10, 5.122594e+01, -4.722213e-02
2.114000e+08, 2.669372e-02, 7.955301e-01, 4.155612e-02, 1.061528e-03, -1.109492e+00, -3.513932e-01, 1.407071e+00, -8.945065e-01, 5.369463e-10, 2.607192e-10, 1.670820e-10, -2.278226e-10, 5.120177e+01, -4.780463e-02
2.152000e+08, 2.684907e-02, 7.955651e-01, 4.223655e-02, 1.087468e-03, -1.122312e+00, -3.576181e-01, 1.403082e+00, -8.890670e-01, 5.356342e-10, 2.608437e-10, 1.663857e-10, -2.209531e-10, 5.117719e+01, -4.838479e-02
2.190000e+08, 2.700585e-02, 7.956001e-01, 4.291303e-02, 1.113855e-03, -1.135101e+00, -3.638461e-01, 1.399109e+00, -8.837915e-01, 5.342379e-10, 2.609637e-10, 1.657237e-10, -2.141556e-10, 5.115220e+01, -4.896234e-02
2.228000e+08, 2.716400e-02, 7.956350e-01, 4.358552e-02, 1.140700e-03, -1.147856e+00, -3.700769e-01, 1.395152e+00, -8.786783e-01, 5.327678e-10, 2.610794e-10, 1.650943e-10, -2.074313e-10, 5.112680e+01, -4.953697e-02
2.266000e+08, 2.732342e-02, 7.956699e-01, 4.425400e-02, 1.168011e-03, -1.160577e+00, -3.763104e-01, 1.391210e+00, -8.737257e-01, 5.312333e-10, 2.611909e-10, 1.644961e-10, -2.007814e-10, 5.110099e+01, -5.010844e-02
2.304000e+08, 2.748406e-02, 7.957047e-01, 4.491842e-02, 1.195800e-03, -1.173261e+00, -3.825466e-01, 1.387283e+00, -8.689318e-01, 5.296433e-10, 2.612987e-10, 1.639276e-10, -1.942064e-10, 5.107478e+01, -5.067647e-02
2.342000e+08, 2.764583e-02, 7.957394e-01, 4.557873e-02, 1.224076e-03, -1.185906e+00, -3.887854e-01, 1.383369e+00, -8.642949e-01, 5.280056e-10, 2.614027e-10, 1.633875e-10, -1.877069e-10, 5.104817e+01, -5.124082e-02
