Frequency [Hz], |S00| [-], |S10| [-], |S20| [-], Arg(S00) [-], Arg(S10) [-], Arg(S20) [-], Delay 0>0 [s], Delay 0>1 [s], Delay 0>2 [s], |Z0| [Ohm] , Arg(Z0) [-]
2.122800e+09, 1.395060e-01, 7.159769e-01, 7.237726e-01, 2.081540e+00, -5.700850e-01, -8.787250e-01, 9.573886e-11, 3.968652e-11, 7.289280e-11, 5.720347e+01, -2.433176e-01
2.126600e+09, 1.395329e-01, 7.159871e-01, 7.237549e-01, 2.079254e+00, -5.710326e-01, -8.804654e-01, 9.585869e-11, 3.966260e-11, 7.293335e-11, 5.717311e+01, -2.436635e-01
2.130400e+09, 1.395599e-01, 7.159975e-01, 7.237371e-01, 2.076966e+00, -5.719796e-01, -8.822067e-01, 9.598328e-11, 3.963860e-11, 7.297409e-11, 5.714269e+01, -2.440088e-01
2.134200e+09, 1.395871e-01, 7.160080e-01, 7.237191e-01, 2.074674e+00, -5.729260e-01, -8.839491e-01, 9.611262e-11, 3.961453e-11, 7.301513e-11, 5.711219e+01, -2.443534e-01
2.138000e+09, 1.396143e-01, 7.160188e-01, 7.237010e-01, 2.072379e+00, -5.738719e-01, -8.856924e-01, 9.624667e-11, 3.959043e-11, 7.305653e-11, 5.708163e+01, -2.446974e-01
2.141800e+09, 1.396416e-01, 7.160298e-01, 7.236827e-01, 2.070081e+00, -5.748171e-01, -8.874367e-01, 9.638537e-11, 3.956631e-11, 7.309840e-11, 5.705100e+01, -2.450408e-01
2.145600e+09, 1.396690e-01, 7.160410e-01, 7.236642e-01, 2.067780e+00, -5.757618e-01, -8.891820e-01, 9.652862e-11, 3.954220e-11, 7.314080e-11, 5.702029e+01, -2.453836e-01
2.149400e+09, 1.396965e-01, 7.160524e-01, 7.236457e-01, 2.065475e+00, -5.767059e-01, -8.909283e-01, 9.667629e-11, 3.951812e-11, 7.318383e-11, 5.698951e+01, -2.457258e-01
2.153200e+09, 1.397240e-01, 7.160641e-01, 7.236271e-01, 2.063167e+00, -5.776495e-01, -8.926757e-01, 9.682823e-11, 3.949408e-11, 7.322756e-11, 5.695865e+01, -2.460673e-01
2.157000e+09, 1.397516e-01, 7.160759e-01, 7.236083e-01, 2.060855e+00, -5.785924e-01, -8.944240e-01, 9.698425e-11, 3.947012e-11, 7.327207e-11, 5.692771e+01, -2.464082e-01
2.160800e+09, 1.397793e-01, 7.160880e-01, 7.235895e-01, 2.058539e+00, -5.795348e-01, -8.961735e-01, 9.714413e-11, 3.944625e-11, 7.331743e-11, 5.689669e+01, -2.467485e-01
2.164600e+09, 1.398069e-01, 7.161004e-01, 7.235707e-01, 2.056220e+00, -5.804766e-01, -8.979240e-01, 9.730763e-11, 3.942249e-11, 7.336372e-11, 5.686559e+01, -2.470881e-01
2.168400e+09, 1.398347e-01, 7.161130e-01, 7.235518e-01, 2.053897e+00, -5.814179e-01, -8.996757e-01, 9.747450e-11, 3.939885e-11, 7.341098e-11, 5.683440e+01, -2.474271e-01
2.172200e+09, 1.398624e-01, 7.161258e-01, 7.235328e-01, 2.051569e+00, -5.823586e-01, -9.014284e-01, 9.764445e-11, 3.937536e-11, 7.345928e-11, 5.680313e+01, -2.477653e-01
2.176000e+09, 1.398901e-01, 7.161389e-01, 7.235139e-01, 2.049238e+00, -5.832987e-01, -9.031824e-01, 9.781717e-11, 3.935202e-11, 7.350868e-11, 5.677177e+01, -2.481029e-01
2.179800e+09, 1.399179e-01, 7.161523e-01, 7.234948e-01, 2.046902e+00, -5.842383e-01, -9.049375e-01, 9.799234e-11, 3.932885e-11, 7.355923e-11, 5.674032e+01, -2.484397e-01
2.183600e+09, 1.399456e-01, 7.161659e-01, 7.234758e-01, 2.044563e+00, -5.851773e-01, -9.066938e-01, 9.816961e-11, 3.930585e-11, 7.361095e-11, 5.670878e+01, -2.487757e-01
2.187400e+09, 1.399733e-01, 7.161797e-01, 7.234568e-01, 2.042219e+00, -5.861158e-01, -9.084513e-01, 9.834864e-11, 3.928304e-11, 7.366389e-11, 5.667715e+01, -2.491109e-01
2.191200e+09, 1.400009e-01, 7.161939e-01, 7.234377e-01, 2.039871e+00, -5.870537e-01, -9.102101e-01, 9.852906e-11, 3.926043e-11, 7.371808e-11, 5.664543e+01, -2.494453e-01
2.195000e+09, 1.400284e-01, 7.162083e-01, 7.234187e-01, 2.037518e+00, -5.879911e-01, -9.119702e-01, 9.871050e-11, 3.923800e-11, 7.377354e-11, 5.661361e+01, -2.497789e-01
2.198800e+09, 1.400559e-01, 7.162229e-01, 7.233996e-01, 2.035161e+00, -5.889279e-01, -9.137316e-01, 9.889257e-11, 3.921578e-11, 7.383027e-11, 5.658170e+01, -2.501115e-01
2.202600e+09, 1.400833e-01, 7.162378e-01, 7.233806e-01, 2.032800e+00, -5.898643e-01, -9.154944e-01, 9.907489e-11, 3.919375e-11, 7.388830e-11, 5.654969e+01, -2.504432e-01
2.206400e+09, 1.401105e-01, 7.162530e-01, 7.233615e-01, 2.030435e+00, -5.908001e-01, -9.172586e-01, 9.925708e-11, 3.917192e-11, 7.394761e-11, 5.651759e+01, -2.507740e-01
2.210200e+09, 1.401376e-01, 7.162685e-01, 7.233424e-01, 2.028065e+00, -5.917353e-01, -9.190242e-01, 9.943875e-11, 3.915027e-11, 7.400821e-11, 5.648539e+01, -2.511037e-01
2.214000e+09, 1.401646e-01, 7.162842e-01, 7.233233e-01, 2.025691e+00, -5.926701e-01, -9.207912e-01, 9.961953e-11, 3.912881e-11, 7.407007e-11, 5.645309e+01, -2.514323e-01
2.217800e+09, 1.401913e-01, 7.163002e-01, 7.233042e-01, 2.023312e+00, -5.936043e-01, -9.225597e-01, 9.979903e-11, 3.910752e-11, 7.413319e-11, 5.642069e+01, -2.517599e-01
2.221600e+09, 1.402179e-01, 7.163164e-01, 7.232851e-01, 2.020929e+00, -5.945381e-01, -9.243297e-01, 9.997690e-11, 3.908639e-11, 7.419752e-11, 5.638820e+01, -2.520863e-01
2.225400e+09, 1.402443e-01, 7.163329e-01, 7.232659e-01, 2.018542e+00, -5.954713e-01, -9.261013e-01, 1.001528e-10, 3.906541e-11, 7.426305e-11, 5.635561e+01, -2.524116e-01
2.229200e+09, 1.402705e-01, 7.163497e-01, 7.232467e-01, 2.016151e+00, -5.964040e-01, -9.278744e-01, 1.003263e-10, 3.904456e-11, 7.432972e-11, 5.632292e+01, -2.527356e-01
2.233000e+09, 1.402964e-01, 7.163667e-01, 7.232274e-01, 2.013755e+00, -5.973363e-01, -9.296491e-01, 1.004972e-10, 3.902383e-11, 7.439750e-11, 5.629013e+01, -2.530583e-01
2.236800e+09, 1.403221e-01, 7.163840e-01, 7.232080e-01, 2.011356e+00, -5.982680e-01, -9.314254e-01, 1.006652e-10, 3.900319e-11, 7.446633e-11, 5.625725e+01, -2.533797e-01
2.240600e+09, 1.403476e-01, 7.164016e-01, 7.231886e-01, 2.008953e+00, -5.991992e-01, -9.332034e-01, 1.008299e-10, 3.898263e-11, 7.453615e-11, 5.622428e+01, -2.536998e-01
2.244400e+09, 1.403727e-01, 7.164194e-01, 7.231690e-01, 2.006545e+00, -6.001300e-01, -9.349830e-01, 1.009911e-10, 3.896212e-11, 7.460691e-11, 5.619120e+01, -2.540185e-01
2.248200e+09, 1.403976e-01, 7.164374e-01, 7.231493e-01, 2.004134e+00, -6.010603e-01, -9.367643e-01, 1.011486e-10, 3.894165e-11, 7.467854e-11, 5.615804e+01, -2.543357e-01
2.252000e+09, 1.404222e-01, 7.164557e-01, 7.231295e-01, 2.001719e+00, -6.019900e-01, -9.385474e-01, 1.013021e-10, 3.892117e-11, 7.475097e-11, 5.612478e+01, -2.546515e-01
2.255800e+09, 1.404465e-01, 7.164742e-01, 7.231096e-01, 1.999300e+00, -6.029193e-01, -9.403321e-01, 1.014515e-10, 3.890068e-11, 7.482412e-11, 5.609143e+01, -2.549658e-01
2.259600e+09, 1.404705e-01, 7.164929e-01, 7.230895e-01, 1.996878e+00, -6.038481e-01, -9.421186e-01, 1.015966e-10, 3.888013e-11, 7.489793e-11, 5.605799e+01, -2.552785e-01
2.263400e+09, 1.404942e-01, 7.165119e-01, 7.230692e-01, 1.994452e+00, -6.047764e-01, -9.439069e-01, 1.017373e-10, 3.885951e-11, 7.497231e-11, 5.602447e+01, -2.555897e-01
2.267200e+09, 1.405175e-01, 7.165311e-01, 7.230486e-01, 1.992023e+00, -6.057042e-01, -9.456969e-01, 1.018735e-10, 3.883879e-11, 7.504719e-11, 5.599085e+01, -2.558992e-01
2.271000e+09, 1.405406e-01, 7.165506e-01, 7.230279e-01, 1.989591e+00, -6.066316e-01, -9.474888e-01, 1.020052e-10, 3.881793e-11, 7.512248e-11, 5.595715e+01, -2.562071e-01
2.274800e+09, 1.405633e-01, 7.165702e-01, 7.230069e-01, 1.987155e+00, -6.075584e-01, -9.492824e-01, 1.021322e-10, 3.879691e-11, 7.519810e-11, 5.592337e+01, -2.565134e-01
2.278600e+09, 1.405856e-01, 7.165901e-01, 7.229856e-01, 1.984717e+00, -6.084847e-01, -9.510778e-01, 1.022547e-10, 3.877571e-11, 7.527397e-11, 5.588951e+01, -2.568179e-01
2.282400e+09, 1.406077e-01, 7.166102e-01, 7.229641e-01, 1.982275e+00, -6.094105e-01, -9.528751e-01, 1.023726e-10, 3.875428e-11, 7.535002e-11, 5.585557e+01, -2.571208e-01
2.286200e+09, 1.406294e-01, 7.166305e-01, 7.229423e-01, 1.979831e+00, -6.103358e-01, -9.546742e-01, 1.024860e-10, 3.873261e-11, 7.542616e-11, 5.582156e+01, -2.574219e-01
2.290000e+09, 1.406508e-01, 7.166509e-01, 7.229201e-01, 1.977384e+00, -6.112606e-01, -9.564750e-01, 1.025950e-10, 3.871067e-11, 7.550231e-11, 5.578747e+01, -2.577213e-01
2.293800e+09, 1.406719e-01, 7.166716e-01, 7.228976e-01, 1.974934e+00, -6.121849e-01, -9.582777e-01, 1.026998e-10, 3.868843e-11, 7.557840e-11, 5.575330e+01, -2.580190e-01
2.297600e+09, 1.406926e-01, 7.166925e-01, 7.228747e-01, 1.972482e+00, -6.131086e-01, -9.600823e-01, 1.028005e-10, 3.866587e-11, 7.565435e-11, 5.571907e+01, -2.583148e-01
2.301400e+09, 1.407131e-01, 7.167136e-01, 7.228515e-01, 1.970028e+00, -6.140318e-01, -9.618886e-01, 1.028973e-10, 3.864295e-11, 7.573010e-11, 5.568477e+01, -2.586090e-01
2.305200e+09, 1.407332e-01, 7.167348e-01, 7.228278e-01, 1.967571e+00, -6.149544e-01, -9.636967e-01, 1.029904e-10, 3.861967e-11, 7.580558e-11, 5.565040e+01, -2.589013e-01
2.309000e+09, 1.407531e-01, 7.167563e-01, 7.228038e-01, 1.965112e+00, -6.158765e-01, -9.655067e-01, 1.030801e-10, 3.859599e-11, 7.588074e-11, 5.561597e+01, -2.591919e-01
2.312800e+09, 1.407727e-01, 7.167779e-01, 7.227793e-01, 1.962651e+00, -6.167980e-01, -9.673184e-01, 1.031667e-10, 3.857189e-11, 7.595550e-11, 5.558148e+01, -2.594807e-01
2.316600e+09, 1.407920e-01, 7.167997e-01, 7.227544e-01, 1.960188e+00, -6.177190e-01, -9.691319e-01, 1.032504e-10, 3.854737e-11, 7.602983e-11, 5.554692e+01, -2.597678e-01
2.320400e+09, 1.408110e-01, 7.168217e-01, 7.227290e-01, 1.957722e+00, -6.186393e-01, -9.709472e-01, 1.033317e-10, 3.852240e-11, 7.610368e-11, 5.551231e+01, -2.600531e-01
2.324200e+09, 1.408298e-01, 7.168439e-01, 7.227032e-01, 1.955255e+00, -6.195591e-01, -9.727643e-01, 1.034108e-10, 3.849697e-11, 7.617700e-11, 5.547764e+01, -2.603367e-01
2.328000e+09, 1.408484e-01, 7.168663e-01, 7.226769e-01, 1.952786e+00, -6.204783e-01, -9.745831e-01, 1.034881e-10, 3.847106e-11, 7.624977e-11, 5.544292e+01, -2.606186e-01
2.331800e+09, 1.408668e-01, 7.168888e-01, 7.226501e-01, 1.950315e+00, -6.213968e-01, -9.764036e-01, 1.035640e-10, 3.844467e-11, 7.632195e-11, 5.540815e+01, -2.608987e-01
2.335600e+09, 1.408849e-01, 7.169115e-01, 7.226228e-01, 1.947843e+00, -6.223147e-01, -9.782259e-01, 1.036389e-10, 3.841779e-11, 7.639353e-11, 5.537332e+01, -2.611772e-01
2.339400e+09, 1.409029e-01, 7.169345e-01, 7.225951e-01, 1.945368e+00, -6.232320e-01, -9.800499e-01, 1.037132e-10, 3.839041e-11, 7.646450e-11, 5.533844e+01, -2.614540e-01
2.343200e+09, 1.409207e-01, 7.169575e-01, 7.225668e-01, 1.942892e+00, -6.241486e-01, -9.818756e-01, 1.037874e-10, 3.836253e-11, 7.653484e-11, 5.530352e+01, -2.617292e-01
2.347000e+09, 1.409384e-01, 7.169808e-01, 7.225380e-01, 1.940414e+00, -6.250645e-01, -9.837029e-01, 1.038618e-10, 3.833415e-11, 7.660456e-11, 5.526854e+01, -2.620027e-01
2.350800e+09, 1.409559e-01, 7.170043e-01, 7.225087e-01, 1.937934e+00, -6.259798e-01, -9.855319e-01, 1.039370e-10, 3.830527e-11, 7.667366e-11, 5.523352e+01, -2.622746e-01
2.354600e+09, 1.409733e-01, 7.170279e-01, 7.224789e-01, 1.935452e+00, -6.268944e-01, -9.873626e-01, 1.040133e-10, 3.827590e-11, 7.674216e-11, 5.519846e+01, -2.625450e-01
2.358400e+09, 1.409906e-01, 7.170518e-01, 7.224486e-01, 1.932969e+00, -6.278083e-01, -9.891949e-01, 1.040911e-10, 3.824604e-11, 7.681009e-11, 5.516335e+01, -2.628139e-01
2.362200e+09, 1.410078e-01, 7.170759e-01, 7.224178e-01, 1.930484e+00, -6.287214e-01, -9.910288e-01, 1.041710e-10, 3.821569e-11, 7.687746e-11, 5.512819e+01, -2.630812e-01
2.366000e+09, 1.410249e-01, 7.171001e-01, 7.223865e-01, 1.927997e+00, -6.296339e-01, -9.928644e-01, 1.042534e-10, 3.818488e-11, 7.694432e-11, 5.509299e+01, -2.633471e-01
2.369800e+09, 1.410420e-01, 7.171246e-01, 7.223547e-01, 1.925507e+00, -6.305456e-01, -9.947015e-01, 1.043386e-10, 3.815361e-11, 7.701071e-11, 5.505774e+01, -2.636115e-01
2.373600e+09, 1.410591e-01, 7.171493e-01, 7.223223e-01, 1.923016e+00, -6.314565e-01, -9.965402e-01, 1.044271e-10, 3.812189e-11, 7.707667e-11, 5.502245e+01, -2.638745e-01
2.377400e+09, 1.410761e-01, 7.171742e-01, 7.222896e-01, 1.920523e+00, -6.323667e-01, -9.983805e-01, 1.045193e-10, 3.808976e-11, 7.714226e-11, 5.498711e+01, -2.641361e-01
2.381200e+09, 1.410931e-01, 7.171993e-01, 7.222563e-01, 1.918027e+00, -6.332762e-01, -1.000222e+00, 1.046155e-10, 3.805721e-11, 7.720754e-11, 5.495172e+01, -2.643963e-01
2.385000e+09, 1.411101e-01, 7.172247e-01, 7.222226e-01, 1.915530e+00, -6.341848e-01, -1.002066e+00, 1.047161e-10, 3.802428e-11, 7.727258e-11, 5.491629e+01, -2.646552e-01
2.388800e+09, 1.411272e-01, 7.172503e-01, 7.221884e-01, 1.913029e+00, -6.350927e-01, -1.003911e+00, 1.048215e-10, 3.799099e-11, 7.733743e-11, 5.488081e+01, -2.649128e-01
2.392600e+09, 1.411442e-01, 7.172762e-01, 7.221538e-01, 1.910527e+00, -6.359998e-01, -1.005757e+00, 1.049319e-10, 3.795736e-11, 7.740219e-11, 5.484529e+01, -2.651691e-01
2.396400e+09, 1.411613e-01, 7.173024e-01, 7.221187e-01, 1.908021e+00, -6.369061e-01, -1.007605e+00, 1.050477e-10, 3.792342e-11, 7.746692e-11, 5.480971e+01, -2.654242e-01
2.400200e+09, 1.411785e-01, 7.173288e-01, 7.220833e-01, 1.905513e+00, -6.378115e-01, -1.009455e+00, 1.051691e-10, 3.788919e-11, 7.753170e-11, 5.477408e+01, -2.656781e-01
2.404000e+09, 1.411957e-01, 7.173554e-01, 7.220474e-01, 1.903002e+00, -6.387162e-01, -1.011306e+00, 1.052964e-10, 3.785470e-11, 7.759663e-11, 5.473840e+01, -2.659307e-01
2.407800e+09, 1.412130e-01, 7.173824e-01, 7.220111e-01, 1.900488e+00, -6.396200e-01, -1.013159e+00, 1.054297e-10, 3.781997e-11, 7.766178e-11, 5.470267e+01, -2.661821e-01
2.411600e+09, 1.412304e-01, 7.174097e-01, 7.219745e-01, 1.897971e+00, -6.405230e-01, -1.015013e+00, 1.055692e-10, 3.778505e-11, 7.772725e-11, 5.466687e+01, -2.664324e-01
2.415400e+09, 1.412478e-01, 7.174373e-01, 7.219375e-01, 1.895450e+00, -6.414251e-01, -1.016869e+00, 1.057151e-10, 3.774995e-11, 7.779313e-11, 5.463103e+01, -2.666815e-01
2.419200e+09, 1.412653e-01, 7.174652e-01, 7.219002e-01, 1.892926e+00, -6.423265e-01, -1.018726e+00, 1.058675e-10, 3.771471e-11, 7.785950e-11, 5.459512e+01, -2.669294e-01
2.423000e+09, 1.412829e-01, 7.174934e-01, 7.218625e-01, 1.890398e+00, -6.432269e-01, -1.020585e+00, 1.060264e-10, 3.767935e-11, 7.792646e-11, 5.455915e+01, -2.671762e-01
2.426800e+09, 1.413005e-01, 7.175219e-01, 7.218245e-01, 1.887867e+00, -6.441266e-01, -1.022446e+00, 1.061919e-10, 3.764391e-11, 7.799409e-11, 5.452311e+01, -2.674219e-01
2.430600e+09, 1.413182e-01, 7.175508e-01, 7.217862e-01, 1.885331e+00, -6.450254e-01, -1.024308e+00, 1.063640e-10, 3.760841e-11, 7.806248e-11, 5.448701e+01, -2.676664e-01
2.434400e+09, 1.413360e-01, 7.175801e-01, 7.217477e-01, 1.882792e+00, -6.459233e-01, -1.026172e+00, 1.065427e-10, 3.757288e-11, 7.813173e-11, 5.445084e+01, -2.679097e-01
2.438200e+09, 1.413539e-01, 7.176097e-01, 7.217088e-01, 1.880248e+00, -6.468204e-01, -1.028037e+00, 1.067278e-10, 3.753736e-11, 7.820191e-11, 5.441461e+01, -2.681520e-01
2.442000e+09, 1.413718e-01, 7.176397e-01, 7.216697e-01, 1.877700e+00, -6.477166e-01, -1.029905e+00, 1.069192e-10, 3.750187e-11, 7.827310e-11, 5.437829e+01, -2.683930e-01
2.445800e+09, 1.413898e-01, 7.176701e-01, 7.216304e-01, 1.875147e+00, -6.486120e-01, -1.031773e+00, 1.071169e-10, 3.746643e-11, 7.834539e-11, 5.434191e+01, -2.686329e-01
2.449600e+09, 1.414078e-01, 7.177008e-01, 7.215908e-01, 1.872589e+00, -6.495066e-01, -1.033644e+00, 1.073207e-10, 3.743107e-11, 7.841885e-11, 5.430544e+01, -2.688716e-01
2.453400e+09, 1.414259e-01, 7.177320e-01, 7.215510e-01, 1.870027e+00, -6.504003e-01, -1.035516e+00, 1.075303e-10, 3.739581e-11, 7.849354e-11, 5.426890e+01, -2.691091e-01
2.457200e+09, 1.414440e-01, 7.177636e-01, 7.215110e-01, 1.867460e+00, -6.512932e-01, -1.037390e+00, 1.077456e-10, 3.736068e-11, 7.856954e-11, 5.423228e+01, -2.693453e-01
2.461000e+09, 1.414621e-01, 7.177956e-01, 7.214708e-01, 1.864887e+00, -6.521852e-01, -1.039266e+00, 1.079662e-10, 3.732569e-11, 7.864690e-11, 5.419557e+01, -2.695803e-01
2.464800e+09, 1.414801e-01, 7.178280e-01, 7.214304e-01, 1.862309e+00, -6.530764e-01, -1.041144e+00, 1.081919e-10, 3.729087e-11, 7.872567e-11, 5.415877e+01, -2.698140e-01
2.468600e+09, 1.414982e-01, 7.178609e-01, 7.213898e-01, 1.859726e+00, -6.539668e-01, -1.043024e+00, 1.084223e-10, 3.725623e-11, 7.880591e-11, 5.412189e+01, -2.700464e-01
2.472400e+09, 1.415162e-01, 7.178942e-01, 7.213490e-01, 1.857137e+00, -6.548563e-01, -1.044905e+00, 1.086571e-10, 3.722179e-11, 7.888765e-11, 5.408492e+01, -2.702775e-01
2.476200e+09, 1.415341e-01, 7.179279e-01, 7.213080e-01, 1.854543e+00, -6.557450e-01, -1.046789e+00, 1.088960e-10, 3.718755e-11, 7.897093e-11, 5.404785e+01, -2.705071e-01
2.480000e+09, 1.415520e-01, 7.179621e-01, 7.212668e-01, 1.851943e+00, -6.566329e-01, -1.048674e+00, 1.091385e-10, 3.715354e-11, 7.905578e-11, 5.401070e+01, -2.707353e-01
2.483800e+09, 1.415697e-01, 7.179967e-01, 7.212255e-01, 1.849337e+00, -6.575200e-01, -1.050562e+00, 1.093843e-10, 3.711975e-11, 7.914221e-11, 5.397345e+01, -2.709621e-01
2.487600e+09, 1.415874e-01, 7.180319e-01, 7.211840e-01, 1.846726e+00, -6.584062e-01, -1.052452e+00, 1.096329e-10, 3.708619e-11, 7.923024e-11, 5.393610e+01, -2.711873e-01
2.491400e+09, 1.416049e-01, 7.180675e-01, 7.211423e-01, 1.844108e+00, -6.592917e-01, -1.054343e+00, 1.098839e-10, 3.705287e-11, 7.931988e-11, 5.389865e+01, -2.714109e-01
2.495200e+09, 1.416222e-01, 7.181035e-01, 7.211004e-01, 1.841484e+00, -6.601764e-01, -1.056237e+00, 1.101368e-10, 3.701979e-11, 7.941113e-11, 5.386111e+01, -2.716329e-01
2.499000e+09, 1.416394e-01, 7.181401e-01, 7.210583e-01, 1.838855e+00, -6.610603e-01, -1.058133e+00, 1.103913e-10, 3.698694e-11, 7.950397e-11, 5.382347e+01, -2.718532e-01
2.502800e+09, 1.416563e-01, 7.181771e-01, 7.210160e-01, 1.836219e+00, -6.619434e-01, -1.060031e+00, 1.106469e-10, 3.695432e-11, 7.959839e-11, 5.378573e+01, -2.720718e-01
2.506600e+09, 1.416731e-01, 7.182146e-01, 7.209735e-01, 1.833577e+00, -6.628257e-01, -1.061932e+00, 1.109031e-10, 3.692193e-11, 7.969437e-11, 5.374789e+01, -2.722886e-01
2.510400e+09, 1.416895e-01, 7.182526e-01, 7.209308e-01, 1.830929e+00, -6.637073e-01, -1.063835e+00, 1.111595e-10, 3.688976e-11, 7.979187e-11, 5.370994e+01, -2.725035e-01
2.514200e+09, 1.417057e-01, 7.182911e-01, 7.208878e-01, 1.828275e+00, -6.645881e-01, -1.065740e+00, 1.114156e-10, 3.685780e-11, 7.989087e-11, 5.367190e+01, -2.727166e-01
2.518000e+09, 1.417216e-01, 7.183301e-01, 7.208446e-01, 1.825615e+00, -6.654681e-01, -1.067647e+00, 1.116710e-10, 3.682602e-11, 7.999132e-11, 5.363376e+01, -2.729277e-01
2.521800e+09, 1.417372e-01, 7.183695e-01, 7.208011e-01, 1.822949e+00, -6.663473e-01, -1.069557e+00, 1.119253e-10, 3.679443e-11, 8.009316e-11, 5.359551e+01, -2.731368e-01
2.525600e+09, 1.417525e-01, 7.184095e-01, 7.207574e-01, 1.820276e+00, -6.672258e-01, -1.071469e+00, 1.121781e-10, 3.676300e-11, 8.019635e-11, 5.355717e+01, -2.733438e-01
2.529400e+09, 1.417674e-01, 7.184500e-01, 7.207133e-01, 1.817598e+00, -6.681036e-01, -1.073384e+00, 1.124290e-10, 3.673172e-11, 8.030082e-11, 5.351872e+01, -2.735487e-01
2.533200e+09, 1.417819e-01, 7.184909e-01, 7.206690e-01, 1.814914e+00, -6.689806e-01, -1.075302e+00, 1.126775e-10, 3.670056e-11, 8.040650e-11, 5.348018e+01, -2.737514e-01
2.537000e+09, 1.417960e-01, 7.185324e-01, 7.206243e-01, 1.812223e+00, -6.698569e-01, -1.077221e+00, 1.129235e-10, 3.666950e-11, 8.051333e-11, 5.344154e+01, -2.739519e-01
2.540800e+09, 1.418097e-01, 7.185744e-01, 7.205793e-01, 1.809527e+00, -6.707324e-01, -1.079144e+00, 1.131664e-10, 3.663851e-11, 8.062123e-11, 5.340280e+01, -2.741501e-01
2.544600e+09, 1.418230e-01, 7.186168e-01, 7.205339e-01, 1.806825e+00, -6.716072e-01, -1.081069e+00, 1.134061e-10, 3.660758e-11, 8.073013e-11, 5.336397e+01, -2.743460e-01
2.548400e+09, 1.418359e-01, 7.186597e-01, 7.204880e-01, 1.804118e+00, -6.724812e-01, -1.082996e+00, 1.136423e-10, 3.657668e-11, 8.083994e-11, 5.332505e+01, -2.745394e-01
2.552200e+09, 1.418483e-01, 7.187032e-01, 7.204418e-01, 1.801404e+00, -6.733545e-01, -1.084926e+00, 1.138746e-10, 3.654577e-11, 8.095057e-11, 5.328603e+01, -2.747304e-01
2.556000e+09, 1.418602e-01, 7.187471e-01, 7.203952e-01, 1.798685e+00, -6.742271e-01, -1.086859e+00, 1.141030e-10, 3.651484e-11, 8.106195e-11, 5.324692e+01, -2.749190e-01
2.559800e+09, 1.418716e-01, 7.187915e-01, 7.203480e-01, 1.795961e+00, -6.750989e-01, -1.088794e+00, 1.143271e-10, 3.648384e-11, 8.117399e-11, 5.320772e+01, -2.751050e-01
2.563600e+09, 1.418825e-01, 7.188364e-01, 7.203004e-01, 1.793231e+00, -6.759700e-01, -1.090733e+00, 1.145469e-10, 3.645276e-11, 8.128659e-11, 5.316844e+01, -2.752885e-01
2.567400e+09, 1.418930e-01, 7.188818e-01, 7.202523e-01, 1.790496e+00, -6.768404e-01, -1.092673e+00, 1.147623e-10, 3.642156e-11, 8.139967e-11, 5.312907e+01, -2.754693e-01
2.571200e+09, 1.419029e-01, 7.189277e-01, 7.202036e-01, 1.787756e+00, -6.777100e-01, -1.094617e+00, 1.149732e-10, 3.639022e-11, 8.151315e-11, 5.308962e+01, -2.756476e-01
2.575000e+09, 1.419123e-01, 7.189741e-01, 7.201544e-01, 1.785011e+00, -6.785788e-01, -1.096563e+00, 1.151795e-10, 3.635870e-11, 8.162694e-11, 5.305009e+01, -2.758231e-01
2.578800e+09, 1.419212e-01, 7.190209e-01, 7.201046e-01, 1.782261e+00, -6.794470e-01, -1.098512e+00, 1.153813e-10, 3.632698e-11, 8.174095e-11, 5.301048e+01, -2.759960e-01
2.582600e+09, 1.419296e-01, 7.190683e-01, 7.200542e-01, 1.779506e+00, -6.803143e-01, -1.100464e+00, 1.155786e-10, 3.629502e-11, 8.185511e-11, 5.297079e+01, -2.761662e-01
2.586400e+09, 1.419374e-01, 7.191161e-01, 7.200032e-01, 1.776747e+00, -6.811809e-01, -1.102418e+00, 1.157714e-10, 3.626280e-11, 8.196933e-11, 5.293103e+01, -2.763336e-01
2.590200e+09, 1.419447e-01, 7.191644e-01, 7.199515e-01, 1.773983e+00, -6.820467e-01, -1.104375e+00, 1.159599e-10, 3.623029e-11, 8.208355e-11, 5.289121e+01, -2.764983e-01
2.594000e+09, 1.419515e-01, 7.192132e-01, 7.198992e-01, 1.771214e+00, -6.829117e-01, -1.106335e+00, 1.161443e-10, 3.619747e-11, 8.219768e-11, 5.285131e+01, -2.766602e-01
2.597800e+09, 1.419578e-01, 7.192624e-01, 7.198462e-01, 1.768441e+00, -6.837760e-01, -1.108298e+00, 1.163247e-10, 3.616430e-11, 8.231167e-11, 5.281134e+01, -2.768193e-01
2.601600e+09, 1.419636e-01, 7.193121e-01, 7.197925e-01, 1.765663e+00, -6.846395e-01, -1.110263e+00, 1.165013e-10, 3.613077e-11, 8.242545e-11, 5.277131e+01, -2.769757e-01
2.605400e+09, 1.419689e-01, 7.193624e-01, 7.197380e-01, 1.762882e+00, -6.855021e-01, -1.112231e+00, 1.166745e-10, 3.609685e-11, 8.253898e-11, 5.273122e+01, -2.771293e-01
2.609200e+09, 1.419737e-01, 7.194131e-01, 7.196829e-01, 1.760096e+00, -6.863640e-01, -1.114202e+00, 1.168445e-10, 3.606252e-11, 8.265219e-11, 5.269107e+01, -2.772801e-01
