Frequency [Hz], |S00| [-], |S10| [-], |S20| [-], Arg(S00) [-], Arg(S10) [-], Arg(S20) [-], Delay 0>0 [s], Delay 0>1 [s], Delay 0>2 [s], |Z0| [Ohm] , Arg(Z0) [-]
1.632600e+09, 1.356805e-01, 7.158967e-01, 7.249277e-01, 2.356463e+00, -4.440198e-01, -6.625496e-01, 8.364202e-11, 4.185379e-11, 6.778925e-11, 6.050745e+01, -1.929949e-01
1.636400e+09, 1.357162e-01, 7.158886e-01, 7.249216e-01, 2.354466e+00, -4.450191e-01, -6.641682e-01, 8.380909e-11, 4.183576e-11, 6.781766e-11, 6.048682e+01, -1.934221e-01
1.640200e+09, 1.357517e-01, 7.158808e-01, 7.249158e-01, 2.352465e+00, -4.460180e-01, -6.657874e-01, 8.397288e-11, 4.181856e-11, 6.784796e-11, 6.046608e+01, -1.938491e-01
1.644000e+09, 1.357870e-01, 7.158732e-01, 7.249103e-01, 2.350460e+00, -4.470164e-01, -6.674073e-01, 8.413283e-11, 4.180218e-11, 6.788012e-11, 6.044523e+01, -1.942760e-01
1.647800e+09, 1.358221e-01, 7.158659e-01, 7.249052e-01, 2.348452e+00, -4.480145e-01, -6.690281e-01, 8.428844e-11, 4.178665e-11, 6.791407e-11, 6.042427e+01, -1.947026e-01
1.651600e+09, 1.358570e-01, 7.158589e-01, 7.249004e-01, 2.346439e+00, -4.490122e-01, -6.706496e-01, 8.443923e-11, 4.177194e-11, 6.794978e-11, 6.040319e+01, -1.951291e-01
1.655400e+09, 1.358916e-01, 7.158521e-01, 7.248959e-01, 2.344423e+00, -4.500096e-01, -6.722720e-01, 8.458477e-11, 4.175807e-11, 6.798715e-11, 6.038201e+01, -1.955551e-01
1.659200e+09, 1.359260e-01, 7.158457e-01, 7.248917e-01, 2.342403e+00, -4.510066e-01, -6.738952e-01, 8.472466e-11, 4.174501e-11, 6.802612e-11, 6.036071e+01, -1.959808e-01
1.663000e+09, 1.359601e-01, 7.158394e-01, 7.248878e-01, 2.340380e+00, -4.520033e-01, -6.755194e-01, 8.485854e-11, 4.173276e-11, 6.806660e-11, 6.033930e+01, -1.964061e-01
1.666800e+09, 1.359940e-01, 7.158335e-01, 7.248841e-01, 2.338354e+00, -4.529997e-01, -6.771446e-01, 8.498612e-11, 4.172128e-11, 6.810848e-11, 6.031778e+01, -1.968309e-01
1.670600e+09, 1.360275e-01, 7.158278e-01, 7.248807e-01, 2.336325e+00, -4.539959e-01, -6.787708e-01, 8.510712e-11, 4.171055e-11, 6.815167e-11, 6.029615e+01, -1.972551e-01
1.674400e+09, 1.360607e-01, 7.158224e-01, 7.248775e-01, 2.334293e+00, -4.549917e-01, -6.803980e-01, 8.522134e-11, 4.170053e-11, 6.819604e-11, 6.027441e+01, -1.976787e-01
1.678200e+09, 1.360935e-01, 7.158172e-01, 7.248745e-01, 2.332258e+00, -4.559874e-01, -6.820262e-01, 8.532859e-11, 4.169120e-11, 6.824149e-11, 6.025256e+01, -1.981017e-01
1.682000e+09, 1.361261e-01, 7.158123e-01, 7.248717e-01, 2.330221e+00, -4.569828e-01, -6.836555e-01, 8.542877e-11, 4.168250e-11, 6.828789e-11, 6.023060e+01, -1.985240e-01
1.685800e+09, 1.361583e-01, 7.158077e-01, 7.248690e-01, 2.328181e+00, -4.579780e-01, -6.852860e-01, 8.552181e-11, 4.167439e-11, 6.833511e-11, 6.020854e+01, -1.989455e-01
1.689600e+09, 1.361901e-01, 7.158032e-01, 7.248665e-01, 2.326140e+00, -4.589730e-01, -6.869176e-01, 8.560767e-11, 4.166682e-11, 6.838302e-11, 6.018638e+01, -1.993662e-01
1.693400e+09, 1.362216e-01, 7.157990e-01, 7.248640e-01, 2.324096e+00, -4.599679e-01, -6.885503e-01, 8.568638e-11, 4.165975e-11, 6.843149e-11, 6.016412e+01, -1.997861e-01
1.697200e+09, 1.362528e-01, 7.157951e-01, 7.248616e-01, 2.322050e+00, -4.609626e-01, -6.901842e-01, 8.575802e-11, 4.165310e-11, 6.848038e-11, 6.014176e+01, -2.002051e-01
1.701000e+09, 1.362837e-01, 7.157913e-01, 7.248592e-01, 2.320002e+00, -4.619571e-01, -6.918192e-01, 8.582270e-11, 4.164683e-11, 6.852955e-11, 6.011931e+01, -2.006233e-01
1.704800e+09, 1.363142e-01, 7.157877e-01, 7.248568e-01, 2.317953e+00, -4.629514e-01, -6.934554e-01, 8.588060e-11, 4.164088e-11, 6.857888e-11, 6.009676e+01, -2.010405e-01
1.708600e+09, 1.363443e-01, 7.157843e-01, 7.248545e-01, 2.315903e+00, -4.639457e-01, -6.950928e-01, 8.593191e-11, 4.163518e-11, 6.862822e-11, 6.007412e+01, -2.014567e-01
1.712400e+09, 1.363742e-01, 7.157811e-01, 7.248520e-01, 2.313851e+00, -4.649397e-01, -6.967314e-01, 8.597688e-11, 4.162968e-11, 6.867745e-11, 6.005140e+01, -2.018719e-01
1.716200e+09, 1.364037e-01, 7.157780e-01, 7.248495e-01, 2.311798e+00, -4.659337e-01, -6.983712e-01, 8.601582e-11, 4.162431e-11, 6.872643e-11, 6.002859e+01, -2.022862e-01
1.720000e+09, 1.364330e-01, 7.157751e-01, 7.248468e-01, 2.309744e+00, -4.669275e-01, -7.000121e-01, 8.604903e-11, 4.161900e-11, 6.877504e-11, 6.000570e+01, -2.026994e-01
1.723800e+09, 1.364619e-01, 7.157724e-01, 7.248441e-01, 2.307690e+00, -4.679212e-01, -7.016542e-01, 8.607690e-11, 4.161370e-11, 6.882315e-11, 5.998273e+01, -2.031116e-01
1.727600e+09, 1.364906e-01, 7.157697e-01, 7.248411e-01, 2.305635e+00, -4.689148e-01, -7.032974e-01, 8.609981e-11, 4.160834e-11, 6.887067e-11, 5.995969e+01, -2.035228e-01
1.731400e+09, 1.365190e-01, 7.157672e-01, 7.248380e-01, 2.303579e+00, -4.699082e-01, -7.049417e-01, 8.611820e-11, 4.160287e-11, 6.891746e-11, 5.993658e+01, -2.039330e-01
1.735200e+09, 1.365472e-01, 7.157648e-01, 7.248347e-01, 2.301523e+00, -4.709016e-01, -7.065872e-01, 8.613251e-11, 4.159721e-11, 6.896344e-11, 5.991339e+01, -2.043421e-01
1.739000e+09, 1.365752e-01, 7.157624e-01, 7.248311e-01, 2.299466e+00, -4.718947e-01, -7.082338e-01, 8.614322e-11, 4.159133e-11, 6.900850e-11, 5.989014e+01, -2.047502e-01
1.742800e+09, 1.366030e-01, 7.157602e-01, 7.248273e-01, 2.297409e+00, -4.728878e-01, -7.098815e-01, 8.615084e-11, 4.158514e-11, 6.905257e-11, 5.986683e+01, -2.051573e-01
1.746600e+09, 1.366306e-01, 7.157580e-01, 7.248232e-01, 2.295352e+00, -4.738807e-01, -7.115302e-01, 8.615588e-11, 4.157862e-11, 6.909555e-11, 5.984346e+01, -2.055634e-01
1.750400e+09, 1.366580e-01, 7.157558e-01, 7.248188e-01, 2.293295e+00, -4.748734e-01, -7.131799e-01, 8.615887e-11, 4.157170e-11, 6.913739e-11, 5.982003e+01, -2.059685e-01
1.754200e+09, 1.366853e-01, 7.157537e-01, 7.248141e-01, 2.291238e+00, -4.758660e-01, -7.148306e-01, 8.616035e-11, 4.156433e-11, 6.917801e-11, 5.979654e+01, -2.063727e-01
1.758000e+09, 1.367125e-01, 7.157517e-01, 7.248090e-01, 2.289181e+00, -4.768584e-01, -7.164823e-01, 8.616088e-11, 4.155648e-11, 6.921738e-11, 5.977300e+01, -2.067759e-01
1.761800e+09, 1.367396e-01, 7.157496e-01, 7.248037e-01, 2.287124e+00, -4.778506e-01, -7.181350e-01, 8.616100e-11, 4.154810e-11, 6.925545e-11, 5.974941e+01, -2.071782e-01
1.765600e+09, 1.367666e-01, 7.157476e-01, 7.247980e-01, 2.285067e+00, -4.788426e-01, -7.197885e-01, 8.616127e-11, 4.153916e-11, 6.929218e-11, 5.972578e+01, -2.075797e-01
1.769400e+09, 1.367936e-01, 7.157456e-01, 7.247919e-01, 2.283010e+00, -4.798344e-01, -7.214429e-01, 8.616224e-11, 4.152961e-11, 6.932757e-11, 5.970209e+01, -2.079803e-01
1.773200e+09, 1.368206e-01, 7.157436e-01, 7.247855e-01, 2.280952e+00, -4.808259e-01, -7.230982e-01, 8.616445e-11, 4.151944e-11, 6.936160e-11, 5.967836e+01, -2.083801e-01
1.777000e+09, 1.368475e-01, 7.157416e-01, 7.247787e-01, 2.278895e+00, -4.818173e-01, -7.247543e-01, 8.616844e-11, 4.150862e-11, 6.939426e-11, 5.965459e+01, -2.087791e-01
1.780800e+09, 1.368745e-01, 7.157396e-01, 7.247716e-01, 2.276838e+00, -4.828083e-01, -7.264112e-01, 8.617472e-11, 4.149713e-11, 6.942558e-11, 5.963078e+01, -2.091774e-01
1.784600e+09, 1.369016e-01, 7.157375e-01, 7.247641e-01, 2.274780e+00, -4.837991e-01, -7.280688e-01, 8.618381e-11, 4.148495e-11, 6.945557e-11, 5.960692e+01, -2.095750e-01
1.788400e+09, 1.369287e-01, 7.157355e-01, 7.247562e-01, 2.272722e+00, -4.847896e-01, -7.297271e-01, 8.619618e-11, 4.147207e-11, 6.948425e-11, 5.958303e+01, -2.099720e-01
1.792200e+09, 1.369558e-01, 7.157334e-01, 7.247480e-01, 2.270664e+00, -4.857798e-01, -7.313861e-01, 8.621230e-11, 4.145848e-11, 6.951168e-11, 5.955909e+01, -2.103684e-01
1.796000e+09, 1.369831e-01, 7.157313e-01, 7.247395e-01, 2.268606e+00, -4.867697e-01, -7.330458e-01, 8.623261e-11, 4.144419e-11, 6.953790e-11, 5.953512e+01, -2.107642e-01
1.799800e+09, 1.370105e-01, 7.157292e-01, 7.247306e-01, 2.266547e+00, -4.877592e-01, -7.347061e-01, 8.625751e-11, 4.142918e-11, 6.956296e-11, 5.951111e+01, -2.111595e-01
1.803600e+09, 1.370381e-01, 7.157271e-01, 7.247214e-01, 2.264488e+00, -4.887484e-01, -7.363670e-01, 8.628739e-11, 4.141347e-11, 6.958694e-11, 5.948705e+01, -2.115544e-01
1.807400e+09, 1.370658e-01, 7.157249e-01, 7.247118e-01, 2.262427e+00, -4.897372e-01, -7.380284e-01, 8.632258e-11, 4.139707e-11, 6.960990e-11, 5.946296e+01, -2.119488e-01
1.811200e+09, 1.370937e-01, 7.157228e-01, 7.247020e-01, 2.260366e+00, -4.907256e-01, -7.396905e-01, 8.636341e-11, 4.137998e-11, 6.963192e-11, 5.943883e+01, -2.123429e-01
1.815000e+09, 1.371218e-01, 7.157206e-01, 7.246919e-01, 2.258304e+00, -4.917136e-01, -7.413530e-01, 8.641016e-11, 4.136223e-11, 6.965310e-11, 5.941466e+01, -2.127366e-01
1.818800e+09, 1.371501e-01, 7.157184e-01, 7.246815e-01, 2.256241e+00, -4.927011e-01, -7.430160e-01, 8.646305e-11, 4.134384e-11, 6.967353e-11, 5.939045e+01, -2.131300e-01
1.822600e+09, 1.371785e-01, 7.157162e-01, 7.246709e-01, 2.254177e+00, -4.936883e-01, -7.446796e-01, 8.652230e-11, 4.132483e-11, 6.969330e-11, 5.936620e+01, -2.135232e-01
1.826400e+09, 1.372072e-01, 7.157140e-01, 7.246600e-01, 2.252111e+00, -4.946749e-01, -7.463436e-01, 8.658807e-11, 4.130523e-11, 6.971252e-11, 5.934190e+01, -2.139161e-01
1.830200e+09, 1.372362e-01, 7.157118e-01, 7.246489e-01, 2.250044e+00, -4.956611e-01, -7.480080e-01, 8.666047e-11, 4.128507e-11, 6.973130e-11, 5.931755e+01, -2.143089e-01
1.834000e+09, 1.372653e-01, 7.157096e-01, 7.246376e-01, 2.247974e+00, -4.966469e-01, -7.496730e-01, 8.673960e-11, 4.126438e-11, 6.974974e-11, 5.929316e+01, -2.147015e-01
1.837800e+09, 1.372947e-01, 7.157074e-01, 7.246262e-01, 2.245903e+00, -4.976321e-01, -7.513383e-01, 8.682549e-11, 4.124320e-11, 6.976795e-11, 5.926872e+01, -2.150940e-01
1.841600e+09, 1.373243e-01, 7.157052e-01, 7.246146e-01, 2.243830e+00, -4.986168e-01, -7.530041e-01, 8.691814e-11, 4.122156e-11, 6.978606e-11, 5.924423e+01, -2.154864e-01
1.845400e+09, 1.373542e-01, 7.157031e-01, 7.246029e-01, 2.241755e+00, -4.996010e-01, -7.546703e-01, 8.701751e-11, 4.119950e-11, 6.980417e-11, 5.921969e+01, -2.158787e-01
1.849200e+09, 1.373843e-01, 7.157010e-01, 7.245911e-01, 2.239677e+00, -5.005847e-01, -7.563370e-01, 8.712352e-11, 4.117706e-11, 6.982241e-11, 5.919509e+01, -2.162710e-01
1.853000e+09, 1.374147e-01, 7.156990e-01, 7.245793e-01, 2.237597e+00, -5.015679e-01, -7.580041e-01, 8.723606e-11, 4.115429e-11, 6.984087e-11, 5.917044e+01, -2.166633e-01
1.856800e+09, 1.374452e-01, 7.156970e-01, 7.245673e-01, 2.235514e+00, -5.025505e-01, -7.596716e-01, 8.735496e-11, 4.113123e-11, 6.985969e-11, 5.914572e+01, -2.170556e-01
1.860600e+09, 1.374760e-01, 7.156950e-01, 7.245554e-01, 2.233429e+00, -5.035325e-01, -7.613396e-01, 8.748005e-11, 4.110792e-11, 6.987895e-11, 5.912094e+01, -2.174479e-01
1.864400e+09, 1.375071e-01, 7.156932e-01, 7.245434e-01, 2.231340e+00, -5.045140e-01, -7.630080e-01, 8.761108e-11, 4.108440e-11, 6.989879e-11, 5.909610e+01, -2.178402e-01
1.868200e+09, 1.375383e-01, 7.156914e-01, 7.245314e-01, 2.229248e+00, -5.054950e-01, -7.646769e-01, 8.774780e-11, 4.106071e-11, 6.991929e-11, 5.907119e+01, -2.182325e-01
1.872000e+09, 1.375697e-01, 7.156898e-01, 7.245195e-01, 2.227153e+00, -5.064753e-01, -7.663463e-01, 8.788991e-11, 4.103691e-11, 6.994055e-11, 5.904621e+01, -2.186248e-01
1.875800e+09, 1.376013e-01, 7.156882e-01, 7.245076e-01, 2.225055e+00, -5.074551e-01, -7.680162e-01, 8.803711e-11, 4.101302e-11, 6.996267e-11, 5.902115e+01, -2.190171e-01
1.879600e+09, 1.376331e-01, 7.156867e-01, 7.244958e-01, 2.222953e+00, -5.084344e-01, -7.696866e-01, 8.818903e-11, 4.098910e-11, 6.998575e-11, 5.899602e+01, -2.194095e-01
1.883400e+09, 1.376651e-01, 7.156854e-01, 7.244841e-01, 2.220847e+00, -5.094130e-01, -7.713576e-01, 8.834532e-11, 4.096518e-11, 7.000985e-11, 5.897081e+01, -2.198019e-01
1.887200e+09, 1.376972e-01, 7.156842e-01, 7.244725e-01, 2.218738e+00, -5.103911e-01, -7.730292e-01, 8.850557e-11, 4.094130e-11, 7.003506e-11, 5.894553e+01, -2.201942e-01
1.891000e+09, 1.377294e-01, 7.156831e-01, 7.244610e-01, 2.216625e+00, -5.113686e-01, -7.747014e-01, 8.866938e-11, 4.091750e-11, 7.006145e-11, 5.892015e+01, -2.205866e-01
1.894800e+09, 1.377617e-01, 7.156822e-01, 7.244497e-01, 2.214508e+00, -5.123456e-01, -7.763742e-01, 8.883632e-11, 4.089381e-11, 7.008907e-11, 5.889470e+01, -2.209789e-01
1.898600e+09, 1.377942e-01, 7.156815e-01, 7.244385e-01, 2.212386e+00, -5.133220e-01, -7.780476e-01, 8.900595e-11, 4.087027e-11, 7.011798e-11, 5.886915e+01, -2.213711e-01
1.902400e+09, 1.378267e-01, 7.156809e-01, 7.244274e-01, 2.210261e+00, -5.142978e-01, -7.797218e-01, 8.917782e-11, 4.084690e-11, 7.014824e-11, 5.884352e+01, -2.217632e-01
1.906200e+09, 1.378593e-01, 7.156805e-01, 7.244165e-01, 2.208132e+00, -5.152730e-01, -7.813966e-01, 8.935148e-11, 4.082373e-11, 7.017987e-11, 5.881780e+01, -2.221552e-01
1.910000e+09, 1.378919e-01, 7.156802e-01, 7.244058e-01, 2.205999e+00, -5.162478e-01, -7.830722e-01, 8.952645e-11, 4.080079e-11, 7.021290e-11, 5.879198e+01, -2.225471e-01
1.913800e+09, 1.379245e-01, 7.156802e-01, 7.243952e-01, 2.203861e+00, -5.172219e-01, -7.847487e-01, 8.970228e-11, 4.077810e-11, 7.024735e-11, 5.876606e+01, -2.229388e-01
1.917600e+09, 1.379572e-01, 7.156803e-01, 7.243849e-01, 2.201720e+00, -5.181955e-01, -7.864259e-01, 8.987852e-11, 4.075569e-11, 7.028325e-11, 5.874005e+01, -2.233303e-01
1.921400e+09, 1.379898e-01, 7.156806e-01, 7.243747e-01, 2.199574e+00, -5.191686e-01, -7.881040e-01, 9.005469e-11, 4.073355e-11, 7.032058e-11, 5.871394e+01, -2.237215e-01
1.925200e+09, 1.380224e-01, 7.156812e-01, 7.243647e-01, 2.197423e+00, -5.201412e-01, -7.897830e-01, 9.023036e-11, 4.071172e-11, 7.035935e-11, 5.868773e+01, -2.241124e-01
1.929000e+09, 1.380550e-01, 7.156819e-01, 7.243549e-01, 2.195269e+00, -5.211132e-01, -7.914629e-01, 9.040509e-11, 4.069020e-11, 7.039954e-11, 5.866142e+01, -2.245030e-01
1.932800e+09, 1.380875e-01, 7.156829e-01, 7.243452e-01, 2.193111e+00, -5.220848e-01, -7.931437e-01, 9.057846e-11, 4.066900e-11, 7.044113e-11, 5.863501e+01, -2.248932e-01
1.936600e+09, 1.381199e-01, 7.156841e-01, 7.243357e-01, 2.190948e+00, -5.230558e-01, -7.948256e-01, 9.075004e-11, 4.064812e-11, 7.048409e-11, 5.860850e+01, -2.252830e-01
1.940400e+09, 1.381522e-01, 7.156855e-01, 7.243264e-01, 2.188781e+00, -5.240263e-01, -7.965085e-01, 9.091947e-11, 4.062756e-11, 7.052838e-11, 5.858188e+01, -2.256723e-01
1.944200e+09, 1.381843e-01, 7.156871e-01, 7.243172e-01, 2.186610e+00, -5.249963e-01, -7.981924e-01, 9.108636e-11, 4.060732e-11, 7.057396e-11, 5.855516e+01, -2.260612e-01
1.948000e+09, 1.382164e-01, 7.156889e-01, 7.243082e-01, 2.184436e+00, -5.259659e-01, -7.998775e-01, 9.125038e-11, 4.058741e-11, 7.062077e-11, 5.852834e+01, -2.264495e-01
1.951800e+09, 1.382483e-01, 7.156909e-01, 7.242993e-01, 2.182257e+00, -5.269349e-01, -8.015636e-01, 9.141119e-11, 4.056780e-11, 7.066876e-11, 5.850142e+01, -2.268372e-01
1.955600e+09, 1.382800e-01, 7.156932e-01, 7.242905e-01, 2.180074e+00, -5.279035e-01, -8.032509e-01, 9.156851e-11, 4.054849e-11, 7.071786e-11, 5.847439e+01, -2.272242e-01
1.959400e+09, 1.383115e-01, 7.156957e-01, 7.242819e-01, 2.177888e+00, -5.288717e-01, -8.049394e-01, 9.172208e-11, 4.052948e-11, 7.076801e-11, 5.844726e+01, -2.276106e-01
1.963200e+09, 1.383429e-01, 7.156984e-01, 7.242733e-01, 2.175698e+00, -5.298394e-01, -8.066290e-01, 9.187165e-11, 4.051073e-11, 7.081912e-11, 5.842002e+01, -2.279963e-01
1.967000e+09, 1.383740e-01, 7.157014e-01, 7.242648e-01, 2.173504e+00, -5.308066e-01, -8.083199e-01, 9.201702e-11, 4.049224e-11, 7.087111e-11, 5.839269e+01, -2.283812e-01
1.970800e+09, 1.384049e-01, 7.157045e-01, 7.242563e-01, 2.171307e+00, -5.317734e-01, -8.100120e-01, 9.215802e-11, 4.047399e-11, 7.092391e-11, 5.836525e+01, -2.287654e-01
1.974600e+09, 1.384357e-01, 7.157079e-01, 7.242479e-01, 2.169107e+00, -5.327398e-01, -8.117054e-01, 9.229452e-11, 4.045596e-11, 7.097743e-11, 5.833772e+01, -2.291487e-01
1.978400e+09, 1.384661e-01, 7.157115e-01, 7.242395e-01, 2.166903e+00, -5.337057e-01, -8.134001e-01, 9.242640e-11, 4.043812e-11, 7.103157e-11, 5.831009e+01, -2.295311e-01
1.982200e+09, 1.384964e-01, 7.157153e-01, 7.242311e-01, 2.164697e+00, -5.346712e-01, -8.150960e-01, 9.255359e-11, 4.042044e-11, 7.108625e-11, 5.828236e+01, -2.299126e-01
1.986000e+09, 1.385264e-01, 7.157193e-01, 7.242226e-01, 2.162487e+00, -5.356363e-01, -8.167933e-01, 9.267607e-11, 4.040292e-11, 7.114137e-11, 5.825454e+01, -2.302932e-01
1.989800e+09, 1.385562e-01, 7.157235e-01, 7.242141e-01, 2.160274e+00, -5.366009e-01, -8.184919e-01, 9.279383e-11, 4.038551e-11, 7.119684e-11, 5.822662e+01, -2.306728e-01
1.993600e+09, 1.385858e-01, 7.157279e-01, 7.242056e-01, 2.158059e+00, -5.375652e-01, -8.201918e-01, 9.290690e-11, 4.036819e-11, 7.125256e-11, 5.819861e+01, -2.310514e-01
1.997400e+09, 1.386151e-01, 7.157325e-01, 7.241969e-01, 2.155840e+00, -5.385290e-01, -8.218930e-01, 9.301535e-11, 4.035093e-11, 7.130844e-11, 5.817052e+01, -2.314291e-01
2.001200e+09, 1.386442e-01, 7.157373e-01, 7.241882e-01, 2.153619e+00, -5.394924e-01, -8.235956e-01, 9.311928e-11, 4.033371e-11, 7.136440e-11, 5.814233e+01, -2.318057e-01
2.005000e+09, 1.386730e-01, 7.157423e-01, 7.241793e-01, 2.151396e+00, -5.404555e-01, -8.252995e-01, 9.321881e-11, 4.031649e-11, 7.142033e-11, 5.811406e+01, -2.321812e-01
2.008800e+09, 1.387017e-01, 7.157475e-01, 7.241703e-01, 2.149170e+00, -5.414181e-01, -8.270047e-01, 9.331412e-11, 4.029926e-11, 7.147616e-11, 5.808570e+01, -2.325557e-01
2.012600e+09, 1.387300e-01, 7.157528e-01, 7.241611e-01, 2.146942e+00, -5.423802e-01, -8.287113e-01, 9.340539e-11, 4.028197e-11, 7.153180e-11, 5.805726e+01, -2.329290e-01
2.016400e+09, 1.387582e-01, 7.157583e-01, 7.241517e-01, 2.144712e+00, -5.433420e-01, -8.304192e-01, 9.349284e-11, 4.026461e-11, 7.158717e-11, 5.802874e+01, -2.333013e-01
2.020200e+09, 1.387862e-01, 7.157641e-01, 7.241421e-01, 2.142480e+00, -5.443034e-01, -8.321284e-01, 9.357672e-11, 4.024715e-11, 7.164220e-11, 5.800015e+01, -2.336725e-01
2.024000e+09, 1.388140e-01, 7.157699e-01, 7.241323e-01, 2.140246e+00, -5.452643e-01, -8.338390e-01, 9.365730e-11, 4.022956e-11, 7.169681e-11, 5.797147e+01, -2.340426e-01
2.027800e+09, 1.388415e-01, 7.157760e-01, 7.241223e-01, 2.138010e+00, -5.462249e-01, -8.355508e-01, 9.373488e-11, 4.021182e-11, 7.175093e-11, 5.794272e+01, -2.344116e-01
2.031600e+09, 1.388689e-01, 7.157822e-01, 7.241120e-01, 2.135772e+00, -5.471850e-01, -8.372639e-01, 9.380977e-11, 4.019391e-11, 7.180451e-11, 5.791390e+01, -2.347795e-01
2.035400e+09, 1.388962e-01, 7.157885e-01, 7.241014e-01, 2.133532e+00, -5.481446e-01, -8.389784e-01, 9.388231e-11, 4.017580e-11, 7.185750e-11, 5.788501e+01, -2.351463e-01
2.039200e+09, 1.389232e-01, 7.157951e-01, 7.240905e-01, 2.131290e+00, -5.491039e-01, -8.406940e-01, 9.395284e-11, 4.015748e-11, 7.190985e-11, 5.785605e+01, -2.355120e-01
2.043000e+09, 1.389501e-01, 7.158018e-01, 7.240794e-01, 2.129047e+00, -5.500627e-01, -8.424110e-01, 9.402172e-11, 4.013892e-11, 7.196151e-11, 5.782702e+01, -2.358766e-01
2.046800e+09, 1.389769e-01, 7.158086e-01, 7.240679e-01, 2.126802e+00, -5.510210e-01, -8.441291e-01, 9.408933e-11, 4.012011e-11, 7.201245e-11, 5.779793e+01, -2.362402e-01
2.050600e+09, 1.390036e-01, 7.158156e-01, 7.240562e-01, 2.124556e+00, -5.519789e-01, -8.458485e-01, 9.415605e-11, 4.010105e-11, 7.206265e-11, 5.776877e+01, -2.366027e-01
2.054400e+09, 1.390302e-01, 7.158227e-01, 7.240441e-01, 2.122308e+00, -5.529364e-01, -8.475691e-01, 9.422228e-11, 4.008171e-11, 7.211208e-11, 5.773955e+01, -2.369642e-01
2.058200e+09, 1.390567e-01, 7.158300e-01, 7.240317e-01, 2.120058e+00, -5.538934e-01, -8.492908e-01, 9.428840e-11, 4.006208e-11, 7.216074e-11, 5.771027e+01, -2.373246e-01
2.062000e+09, 1.390831e-01, 7.158374e-01, 7.240190e-01, 2.117807e+00, -5.548499e-01, -8.510137e-01, 9.435480e-11, 4.004217e-11, 7.220863e-11, 5.768092e+01, -2.376840e-01
2.065800e+09, 1.391094e-01, 7.158449e-01, 7.240059e-01, 2.115554e+00, -5.558060e-01, -8.527378e-01, 9.442187e-11, 4.002196e-11, 7.225574e-11, 5.765152e+01, -2.380425e-01
2.069600e+09, 1.391357e-01, 7.158527e-01, 7.239925e-01, 2.113299e+00, -5.567615e-01, -8.544630e-01, 9.449001e-11, 4.000145e-11, 7.230208e-11, 5.762206e+01, -2.384000e-01
2.073400e+09, 1.391620e-01, 7.158605e-01, 7.239788e-01, 2.111043e+00, -5.577166e-01, -8.561893e-01, 9.455958e-11, 3.998064e-11, 7.234768e-11, 5.759254e+01, -2.387566e-01
2.077200e+09, 1.391882e-01, 7.158685e-01, 7.239647e-01, 2.108786e+00, -5.586712e-01, -8.579167e-01, 9.463096e-11, 3.995954e-11, 7.239256e-11, 5.756296e+01, -2.391122e-01
2.081000e+09, 1.392145e-01, 7.158767e-01, 7.239503e-01, 2.106526e+00, -5.596253e-01, -8.596451e-01, 9.470450e-11, 3.993814e-11, 7.243675e-11, 5.753332e+01, -2.394670e-01
2.084800e+09, 1.392407e-01, 7.158850e-01, 7.239356e-01, 2.104265e+00, -5.605789e-01, -8.613746e-01, 9.478055e-11, 3.991645e-11, 7.248030e-11, 5.750363e+01, -2.398209e-01
2.088600e+09, 1.392670e-01, 7.158934e-01, 7.239206e-01, 2.102002e+00, -5.615319e-01, -8.631052e-01, 9.485941e-11, 3.989449e-11, 7.252324e-11, 5.747388e+01, -2.401739e-01
2.092400e+09, 1.392933e-01, 7.159021e-01, 7.239053e-01, 2.099737e+00, -5.624844e-01, -8.648367e-01, 9.494141e-11, 3.987226e-11, 7.256563e-11, 5.744407e+01, -2.405262e-01
2.096200e+09, 1.393196e-01, 7.159108e-01, 7.238896e-01, 2.097470e+00, -5.634364e-01, -8.665693e-01, 9.502683e-11, 3.984977e-11, 7.260753e-11, 5.741420e+01, -2.408777e-01
2.100000e+09, 1.393460e-01, 7.159198e-01, 7.238737e-01, 2.095202e+00, -5.643879e-01, -8.683029e-01, 9.511591e-11, 3.982704e-11, 7.264899e-11, 5.738428e+01, -2.412284e-01
2.103800e+09, 1.393725e-01, 7.159289e-01, 7.238575e-01, 2.092931e+00, -5.653388e-01, -8.700375e-01, 9.520891e-11, 3.980408e-11, 7.269010e-11, 5.735430e+01, -2.415783e-01
2.107600e+09, 1.393990e-01, 7.159381e-01, 7.238410e-01, 2.090657e+00, -5.662892e-01, -8.717730e-01, 9.530603e-11, 3.978091e-11, 7.273091e-11, 5.732425e+01, -2.419275e-01
2.111400e+09, 1.394256e-01, 7.159476e-01, 7.238242e-01, 2.088382e+00, -5.672390e-01, -8.735096e-01, 9.540744e-11, 3.975755e-11, 7.277150e-11, 5.729415e+01, -2.422761e-01
2.115200e+09, 1.394523e-01, 7.159572e-01, 7.238072e-01, 2.086104e+00, -5.681882e-01, -8.752471e-01, 9.551331e-11, 3.973402e-11, 7.281196e-11, 5.726399e+01, -2.426239e-01
2.119000e+09, 1.394791e-01, 7.159670e-01, 7.237900e-01, 2.083823e+00, -5.691369e-01, -8.769855e-01, 9.562375e-11, 3.971034e-11, 7.285237e-11, 5.723376e+01, -2.429711e-01
